id,practice_id,sub_family_id,planet,people,prosperity,keyword,precision_of_recommendations,criteria,justification,test_1_1_1,test_1_1_2,test_x,correspondence,correspondence_link,target,formal_type,difficulty,misc_comments,odds,is_unmissable,cycle_de_vie,tags,actors,indicators,x_indicator,y_indicator,priority,recurrence,use_case
369,BCK-1.04,46,A,C,A,Data,Reduce the impact of data storage and access (- Manage indexes to promote access times),Are database indexes consistent with operations?,The organization of data has a strong impact on the search performance in a DBMS. The rules for structuring data collections make it possible to optimize these points. DBMS engines also have performance indicators that facilitate optimization procedures. Less time and processing to access data means less energy consumption and less need to oversize the servers that host these engines.,Is index performance reviewed periodically?,,,,,BackEnd,RECO,**,,,0,Administration,#PERF ; #VOL ; #SEC ; #USE ; #MAINT; #METH ;,Dev ; ProjectMngr ; ITMngr ;,(X / Y ) * 100,Formalized = 100 ; Planned = 75 ; Identified = 50 ; Ignored = 0,100,High,Periodic,DBMS monitoring track index efficiency data reorganization
370,BCK-1.C03,46,B,C,B,Data,Reduce the impact of data from their storage and access (- Consider NoSql techno),Is an alternative to the relational model being considered?,"Relational DBMS models offer efficient solutions for managing highly segmented data structures, but on the other hand these DBMS engines are more resource intensive. Alternative models may be more efficient (NoSQL) for certain categories of usage. ",Is a NoSql solution in place?,,,,,BackEnd,CONSEIL,N/A,,,0,Deployment,,,,,,,0,
371,BCK-1.C04,46,B,C,B,Data,,Is a NoSql solution more efficient than its relational equivalent?,"It is difficult to predict the performance advantage between relational and NoSql models, as it is highly dependent on the organisation and the use of the data collections. Only a comparative study on a sample can establish the gains and benefits of each alternative.",What would be the benefits of a NoSql solution?,,,,,BackEnd,CONSEIL,N/A,,,0,Deployment,,,,,,,0,
372,BCK-1.C05,46,B,C,B,Data,Reduce the impact of data from its storage and access (-Benchmarker requests Vs Stored Procedures / Triggers),"Have the different data access solutions (queries, triggers, stored procedures) been tested?","The different methods of accessing data provided by DBMS engines can produce different resource consumption for a similar result. Among these solutions, queries, stored procedures, triggers should be evaluated to determine the best fit for each use, which would reduce resource consumption.","Are the performances of the different solutions (triggers, stored procedures, queries) known?",,,,,BackEnd,CONSEIL,N/A,,,0,Production,,,,,,,0,
373,BCK-1.C06,46,A,C,B,Data,Reduce the impact of data from their storage and access (-Follow / activate slow requests),"Are EXPLAIN clauses used on ""Slow queries"" to optimize indexes?","Most DBMS engines have a supervision mode as standard which allows the identification of the most resource-intensive actions. Some DBMS provide methods for investigating processes identified as ""heavy"". This helps to identify areas for improvement to reduce the time and cost of operations.",Are the criteria for identifying a slow query clearly defined?,,,,,BackEnd,CONSEIL,N/A,,,0,Production,,,,,,,0,
374,BCK-1.C07,46,B,C,B,Data,,Are the slow query detection thresholds set effectively?,"Even if the data structure does not change, the volumes will change between the design and the use of the service. This volume may lead to load phenomena or resource constraints that were not previously apparent. Monitoring the evolution of the most consuming processes is essential throughout the life of the service.",Are the slow query thresholds reviewed periodically?,,,,,BackEnd,CONSEIL,N/A,,,0,Administration,,,,,,,0,
375,BCK-1.05,46,B,C,B,Data,,"Are ""live"" and ""dead"" data handled differently (eg: Slow storage for ""dead"" data)?",Historical data must be retained for legal reasons or service functionality. The usage rates of inactive data do not justify the use of high performance storage systems. The most efficient storage solutions are also often those that consume the most energy or have the shortest lifespan.,How much inactive data is kept?,,,,,Architecture,RECO,***,,,0,Fin de Vie,#PERF ; #VOL ; #SEC ; #USE ; #MAINT; #METH ;,Dev ; ProjectMngr ; ITMngr ;,(X / Y ) * 100,Formalized = 100 ; Planned = 75 ; Identified = 50 ; Ignored = 0,100,Low,Periodic,Impact assessment
376,BCK-1.06,46,B,C,B,Data,,Is frequently accessed data available in RAM?,"The consumption of processing resources is higher when information has to be collected on physical media (disks, networks) rather than in RAM memory. The most frequently accessed data should benefit from this solution to reduce the energy of access, and reduce the need of high performance.",What rate of physical access to data is being measured?,,,Pidila 436 / GreenIT 64 / Opquast 62,,BackEnd,RECO,**,,,0,Administration,#PERF ; #VOL ; #SEC ; #USE ; #MAINT; #METH ;,Dev ; ProjectMngr ; ITMngr ;,,,,Medium,Periodic,Technical documentation
377,BCK-1.07,46,A,C,B,Data,,Are data replications between multiple Database Engine (Cluster) instances appropriate for sensitivity and availability requirement?,"The same data can be duplicated to ensure availability and security. Redundancy is effective in securing data, but not all data justifies this precaution, which increases storage volumes and generates additional synchronisation processes. Only sensitive data should be secured with the most efficient redundancy mechanisms. Clustering of DBMS allows to manage the failure of an engine. However, if in addition each engine uses some redundant storage (Mirroring, RAID 5, ...) the same data ends up with a footprint that can be multiplied by 6 (most often a cluster contains 3 instances to manage the quorums in case of failure of a node).",Is the duplicated data tracked and linked to its sensitivity?,,,,,Architecture,RECO,***,,,0,Deployment,#PERF ; #VOL ; #SEC ; #USE ; #MAINT; #METH ; #FIN,Dev ; ProjectMngr ; ITMngr ;,(X / Y ) * 100,Formalized = 100 ; Planned = 75 ; Identified = 50 ; Ignored = 0,100,High,OnUpdate,Technical documentation reports data expected reliability and level of redondancy required
378,BCK-1.08,46,B,C,B,Data processing,Reduce the impact of data from their storage and access (- Create the expiration date of the collected data),Does the data have an expiration date when it is deleted?,The specifications reveal data collections of asynchronous procedures or periodic tasks essential for the proper functioning of the service. These elements are most often invisible and in the absence of explicit specifications of the withdrawal process they are rarely taken into account for the purposes of operating a service. Each of these elements should carry its own end-of-life information.,How often are expiration dates checked?,,,,,Cycle de vie,RECO,**,,,0,Fin de Vie,#PERF ; #VOL ; #SEC ; #USE ; #MAINT; #METH ;,Dev ; ProjectMngr ; ITMngr ;,(X / Y ) * 100,Formalized = 100 ; Planned = 75 ; Identified = 50 ; Ignored = 0,100,High,Periodic,Technical documentation
379,BCK-1.09,46,B,A,B,Data processing,Reduce the impact of data storage and access (- Collect GDPR compliant data),Is sensitive data collected? Is it essential?,"The data that users entrust are under your responsibility and users must be kept informed of the care you take to ensure the confidentiality of this data. The GDPR imposes a framework for personal data but does not cover other categories that deserve the same precautions. The processing register, the GDPR PIA must be carried out, updated and validated by the DPO (Data Protection Officer). Data exchanged with other service providers must be subject to a liability analysis. Limiting the collection of sensitive data, beyond respect for the user, also reduces the burden and responsibility of administering this personal data.",How much data is identified as sensitive under the GDPR?,,,,,Spï¿½cifications,RECO,*,,,0,Conception,#SEC ; #USE ; #COM ; #VALUE ; #METH ; #LEG,Dev ; ProjectMngr ; ProductOwner ;,(X / Y ) * 100,Number of private data analyzed,Number of private data,High,OnUpdate,GDPR compliance documents
380,BCK-1.10,46,B,B,B,Data processing,Reduce the impact of data from their storage and access (- Collect only the minimum data necessary for the functionality in use (Amaury)),Is the data collected really useful?,"The data that users entrust are under your responsibility and users must be kept informed of the care you take to ensure the confidentiality of their data. The GDPR imposes a framework for personal data but does not cover other categories that deserve the same precautions. The data footprint of the service has an impact throughout the life cycle of the service, reducing the amount of data collected is essential to limit these impacts.",Is each data being handled?,,,,,BackEnd,RECO,*,,,0,Utilisation,#VOL ; #USE ; #VALUE ; #METH ;,Dev ; ProjectMngr ; ITMngr ;,(X / Y ) * 100,Number of collected data analyzed,Number of collected data,High,OnUpdate,Navigation / CHROME : network
381,BCK-1.11,46,A,B,B,Data processing,,"Does the API provide limits, filters and the list of fields to return?","User behavior and needs are very difficult to anticipate. There is a tendency to provide the front end with as much data as possible to cover the maximum number of use cases. This practice is inefficient from a Sustainable IT point of view as the collection, processing and routing of data generates a load and therefore a significant energy consumption without any certainty that all this data will actually be used. The service footprint should be reduced by collecting only the necessary data.",What is the maximum output returned by APIs?,Is pagination handled in API calls?,Is the number of API exchanges limited?,Opquast 73 74 / GreenIT 74 75,,Dï¿½veloppement,RECO,**,,,0,Production,#VOL ; #USE ; #VALUE ; #METH ;,Dev ; ProjectMngr ; ITMngr ;,(X / Y ) * 100,Number of API data collected analyzed,Number of API data collected,High,OnUpdate,"Source code checks track API calls parameters to avoid unlimited returns. Development tools & browser console are used to track network flows, size & frequency (CHROME: console / network)"
382,BCK-1.12,46,B,A,A,security,"Reduce the impact of data storage and access (- Do not store banking information or """" sensitive in the sense of GDPR """")",Is sensitive user data secure?,"The GDPR requires the implementation of a PIA, which must be effectively monitored and integrated into the quality processes. Beforehand, all solutions for securing sensitive data should be deployed and validated.",What safeguards are in place for sensitive data?,,,,,Spï¿½cifications,RECO,**,,,0,Deployment,#SEC ; #USE ; #COM ; #VALUE ; #METH ; #LEG,Dev ; ProjectMngr ; ITMngr ;,(X / Y ) * 100,Number of sensitive data analyzed,Number of sensitive data,High,OnUpdate,Risks assessment
383,BCK-1.C08,46,C,B,B,Data processing,"Reduce the impact of data from their storage and access (Recommendation for structuring health data to promote exchanges: ranges of sets of values, interval, nomenclature, definition of fields (business layer of interoperability))","Does regulated data (personal, health, financial) comply with the recommendations for structuring these categories of data?","The regulatory framework for certain categories of data is very strict, and protection of this data is an important criterion. It is essential that in the development process no gaps are left and that interoperability with standard mechanisms in these areas is validated.",How much of the regulated data is used?,,,,,Spï¿½cifications,CONSEIL,N/A,,,0,Deployment,,,,,,,0,
384,BCK-2.C01,47,B,B,B,Performance,"Use the technical components that improve the Sustainable IT aspects, security and performance (- Favor light servers (ex: nginx vs Apache))",Is the web server used asynchronous and multi-threaded?,The physical architectures of the servers have mechanisms to optimize the management of threads. The software must be able to exploit these functionalities to optimize the use of physical resources to limit the need for over-sizing of the equipment to handle the operational load of the services.,Which http server is used?,,,GreenIT 97 99,,BackEnd,CONSEIL,N/A,,,0,Deployment,,,,,,,0,
385,BCK-2.C02,47,B,B,B,Performance,"Use the technical components that improve the aspects of IT Sustainable, security and performance (- Limit component dependencies)",Has the dependency tree of the integrated components been evaluated?,"Very often components from public libraries (open source or commercial) provide a set of functionalities that are rarely used, and drain dependencies on other components with the same characteristics. In the end, the project aggregates a large volume of libraries while only a small part is actually used. Favouring components whose dependencies and functionalities are controllable in relation to needs is efficient from the Sustainable IT point of view.",Is the dependency graph generated?,Is the possibility of limiting dependencies part of the selection criteria for technical solutions?,,,,BackEnd,CONSEIL,N/A,,,0,Deployment,,,,,,,0,
386,BCK-2.C03,47,B,B,B,Performance,,Can dependencies be reduced by using an alternative component?,"Dependency trees provide a mapping of components and their relationships. A dependency tree that is as small as possible is efficient because it reduces the amount of code, but it does not imply that each branch of the dependency tree is being used for an actual purpose.",Is the dependency graph available for each component?,,,,,BackEnd,CONSEIL,N/A,,,0,Acquisition,,,,,,,0,
387,BCK-2.C04,47,B,B,B,Performance,"Use the technical components that improve the sustainable IT aspects, security and performance (- Promote asynchronous processing)",Is the user informed of a processing in progress in the background?,"Some processing is invisible from the user's point of view, but may produce delays in response that are not recognised by the user and may lead to repeat operations. The multiplication of unnecessary processing requests degrades Sustainable IT performance.",Is there a list of treatments that do not require an immediate outcome?,,,,,BackEnd,CONSEIL,N/A,,,0,Utilisation,,,,,,,0,
388,BCK-2.C05,47,B,B,B,Performance,,Has the integration of asynchronous processing been evaluated?,Deferred processing of operations allows the demands for loads on the systems to be spread over a longer period of time.,Is the impact of delay assessed?,,,,,BackEnd,CONSEIL,N/A,,,0,Production,,,,,,,0,
389,BCK-2.01,47,A,B,A,Performance,"Use the technical components which improve the aspects of IT Sustainable, security and performance (- Optimize the ""locked"" system resources)",Are unused resources freed up as quickly as possible?,"Development techniques free developers from explicit allocation and release of resources used. However, the volume of resources is conditioned by the scope of the information and the extensive use of data will result in an overload of consumption which may lead to an over-sizing of the equipment. A more rational use of ressources would allow to avoid this.",Is local data released as soon as it is no longer needed?,,,,,BackEnd,RECO,***,,,0,Fin de Vie,#PERF ; #SEC ; #VOL ; #USE ; #METH ;,Dev ; ProjectMngr ; ITMngr ;,(X / Y ) * 100,Formalized = 100 ; Planned = 75 ; Identified = 50 ; Ignored = 0,100,Low,OnUpdate,Source code checks validate resources are freed asap
390,BCK-2.C06,47,B,C,B,Performance,"Use the technical components that improve the Sustainable IT aspects, security and performance (- Use containers rather than VMs)",Is a VM necessary as opposed to a container solution?,Virtual Machine virtualization techniques duplicate all operating systems and partition access to physical components. Other container-based techniques are more economical in terms of duplication and their proximity to the physical components allow better use and supervision of these resources.,Is the Sustainable IT impact assessed for each solution?,,,,,BackEnd,CONSEIL,N/A,,,0,Deployment,,,,,,,0,
391,BCK-2.02,47,B,C,B,Performance,"Use the technical components that improve the Sustainable IT aspects, security and performance (- Treat SPOF (eliminate))",Does service availability require redundancy?,"Redundancy makes it possible to guarantee a high level of service. This solution however requires a considerable duplication of physical equipment, networks and storage. This fault tolerance is sometimes justified by the functionality of the service, and sometimes goes beyond the requirements. Adapting the level of service and the need for the service allows the environmental impact to be reduced.",Is the SLA defined?,,,,,Architecture,RECO,**,,,0,Deployment,#PERF ; #SEC ; #VOL ; #USE ; #FIN,Dev ; ProjectMngr ; ITMngr ;,(X / Y ) * 100,Formalized = 100 ; Planned = 75 ; Identified = 50 ; Ignored = 0,100,High,OnUpdate,Risks assessment
392,BCK-2.03,47,A,B,B,Architecture,"Use the technical components that improve the Sustainable IT aspects, security and performance (- Use a cache system)",Do interactions between components benefit from caching mechanisms,"The reduction of the volumes of exchanges, of operations of calculations, processing, and access to data is an axis of optimization of the consumption of resources. The implementation of caching mechanisms reduces the costs of repetitive operations. Caching of data may occur at different levels (computers) in a software system. The closer the cache is to the requestor that it is to serve, the smaller the volume of data in transit and the length of the path taken by the data. The closer the cache is to the data source, the more it can be shared by a large number of users, but the data will still be exchanged, only the processing and collection operations will be reduced.",What caching mechanism is implemented for the interactions between components?,,,,,BackEnd,RECO,**,,,0,Deployment,#PERF ; #VOL ; #SEC ; #USE ;,Dev ; ProjectMngr ; ITMngr ;,(X / Y ) * 100,Formalized = 100 ; Planned = 75 ; Identified = 50 ; Ignored = 0,100,High,OnUpdate,Technical documenation mention cache strategy for each flow. Cache management tools are used to validate efficiency (CHROME: network enable-disable cache)
393,BCK-2.04,47,B,C,B,Architecture,"Use the technical components that improve the Sustainable IT aspects, security and performance (- Validate the use / relevance of a framework in relation to the need and the costs / risks)",Are the browser caches not being blocked by the framework or technology used?,"The use of certain frameworks, in particular in the case of single page applications, makes it difficult to manage the cache on the user device. The technologies used and the underlying design should limit such effects, which would overload the need for exchanges when there is no need for them.",Is the browser cache being used?,,,,,BackEnd,RECO,**,,,0,Acquisition,#PERF ; #VOL ;  #USE ;,Dev ; ProjectMngr ; ITMngr ;,,,,High,OnUpdate,Technical documentation
394,BCK-2.C07,47,B,B,B,Architecture,Validate the use / relevance of a framework in relation to the need and the costs / risks,Is there a lighter framework / library that meets the functional need?,"For an equal functional scope, several technical solutions are possible. The more the framework is reduced, the more its environmental footprint will be reduced because flows will be minimized and consumption of processing resources reduced. The same applies to the technical performance.",Is the study of the envisaged frameworks available and reviewed?,,,,,BackEnd,CONSEIL,N/A,,,0,Acquisition,,,,,,,0,
395,BCK-2.C08,47,B,B,A,Architecture,"Use the technical components that improve the Sustainable IT aspects, security and performance (- Favor Open Source solutions)",Is an Open Source solution available for the functional need?,"An Open Source solution is not a guarantee of Sustainable IT practices and it should be compared to other available alternatives. However, Open Source allows to limit the ambitions and control of certain actors whose economic and social practices are opaque.",Are Open Source solutions also evaluated against thei Sustainable IT criteria?,,,,,BackEnd,CONSEIL,N/A,,,0,Acquisition,,,,,,,0,
396,BCK-2.C09,47,B,B,B,security,"Use the technical components that improve the Sustainable IT aspects, security and performance (- Regularly update the integrated components)",Are the versions of the components used tracked and deployed?,"Capitalising on deployed best practice is a guarantee of environmental and operational efficiency. As technical advances are rapid, it is important to rapidly deploy all the environmental benefits that could be integrated into a component.",How often are components updated?,,,,,Dï¿½veloppement,CONSEIL,N/A,,,0,Maintenance,,,,,,,0,
397,BCK-2.05,47,B,B,B,security,"Use the technical components that improve the sustainable IT aspects, security and performance (- Adapt security solutions (ex: MFA) vs sensitivity of operations)",Is the security implemented justified with regard to the operations carried out?,"The implementation of security generates an additional environmental footprint that should be related to the critical aspect of the operation concerned, rather than being just a general practice. This segmentation of security level should have an overall benefit, and not generate additional impact costs.",Is each operation associated with a security requirement?,,,,,Spï¿½cifications,RECO,**,,,0,Deployment,#PERF ; #VOL ; #SEC ; #USE ; #FIN ; #LEG,Dev ; ProjectMngr ; ITMngr ;,(X / Y ) * 100,Formalized = 100 ; Planned = 75 ; Identified = 50 ; Ignored = 0,100,High,OnUpdate,Risks assessment
398,BCK-2.C10,47,B,C,B,Data processing,,Is the level of logs adapted to the environment?,"The deployment of services is linked to the collection of information that allows its control, such as anomaly events and debugging execution traces. These automatically generated logs are useful if they are actually used to make the service more reliable, but are a waste of resources when they are collected and ignored.",Are trace and debug log levels disabled in production?,,,,,BackEnd,CONSEIL,N/A,,,0,Administration,,,,,,,0,
399,BCK-2.06,47,B,C,B,Data processing,,"Are temporary files included in the ""logrotate""?","During the runtime, temporary files are produced. These files, after their occasional use, should be deleted from the storage spaces. Mechanisms for cleaning up these temporary files are available on all operating systems and should be implemented.",Are automatic deletions of temporary files supported?,,,,,BackEnd,RECO,*,,,0,Deployment,#VOL ; #METH ; #FIN,Dev ; ProjectMngr ; ITMngr ;,(X / Y ) * 100,Number of temporary files checked,Number of temporary files,Low,Periodic,File system
400,BCK-2.07,47,B,B,B,Quality,"Use the technical components that improve the sustainable IT aspects, security and performance (- favor modular architectures)",Is the documentation of the functionality available to enable its reuse?,"In an organisation, projects have many similarities, and the Sustainable IT aspects addressed in the projects are often of the same order. In order to capitalise on these elements and benefit from the efforts made, it is necessary to rely on a stable knowledge base. However, the maturity of an organisation from a Sustainable IT point of view is bound to progress, so the documented steps must also be able to follow these developments and actively participate in increasing this maturity.  ",What design information is being documented for reuse in other projects?,,,,,Dï¿½veloppement,RECO,*,,,1,Revalorisation,#MAINT ; #COM ; #VALUE ; #DEBT ; #METH ; #FIN ;,Dev ; ProjectMngr ; ITMngr ;,(X / Y ) * 100,Formalized = 100 ; Planned = 75 ; Identified = 50 ; Ignored = 0,100,Low,OnUpdate,Tecnical documentation contain sust. IT information
401,BCK-3.01,48,A,B,A,Flux,Compress / Minimise the data exchanged,Is the data exchanged compressed before transmission?,"The essential exchanges should make it possible to reduce the volume of transfers. Minification of exchanges and compression of data exchanged allows to reduce these volumes. However, the compression and decompression operations require the execution of processes which can cancel out the benefit of the compression of exchanges.",What gain is obtained by compression?,Is production data systematically minified?,,Pidila 437,,BackEnd,RECO,*,,,1,Deployment,#PERF ; #VOL ;  #USE ;  #METH ;,Dev ; ProjectMngr ; ITMngr ;,(X / Y ) * 100,Size of network transfer compressed,Size of network transfer,High,OnUpdate,Browser tools/consoles allow to check compliance w/ best practices (CHROME: extension greenIT : best practices)
402,BCK-3.02,48,A,B,A,Flux,Limit the amount of data exchanged with pagination systems,Is pagination used on data exchanges?,"The capacity of the user devices to retrieve information is limited. In addition, the user's ability to process data is also constrained. It would be inefficient if the volume of data transmitted were to exceed these limits, as this would lead to a wasteful use of processing resources.",Are the data volumes transmitted consistent with the capacity of the user's device?,,,,,BackEnd,RECO,**,,,0,Production,#PERF ; #VOL ;  #USE ;  #METH ;,Dev ; ProjectMngr ; ITMngr ;,(X / Y ) * 100,Size of network transfer compressed,Size of network transfer,High,OnUpdate,"Source code checks track API calls parameters to avoid unlimited returns. Development tools & browser console are used to track network flows, size & frequency (CHROME: console / network)"
403,BCK-3.03,48,A,B,A,Flux,Minimize the number of requests between the client and the server,Is the number of requests between the client and the server kept to a minimum?,"The operations carried out on the front end generate requests to the remote services. The greater the number of requests, the more resources the processing and exchange mechanisms will consume. The scope and design of the back-end requests should make it possible to limit the number of requests.",How many requests are needed for a user journey?,,,Opquast 9 / GreenIT 9,,BackEnd,RECO,**,,,0,Production,#PERF ; #VOL ; #SEC ; #USE ; #METH ;,Dev ; ProjectMngr ; ITMngr ;,(X / Y ) * 100,Size of network transfer compressed,Size of network transfer,High,OnUpdate,"Source code checks track API calls parameters to avoid unlimited returns. Development tools & browser console are used to track network flows, size & frequency (CHROME: console / network)"
404,BCK-3.04,48,B,B,B,Flux,Only exchange the minimum data necessary for the functionality in use (Amaury),Does the data exchanged match the immediate need only?,"The scope and design of the back-end requests should make it possible to limit the volume of data exchanged to meet user needs as it goes along, without making hypothetical predictions of usage scenarios.",Does the scope of requests corresponds to the intended usage?,,,,,BackEnd,RECO,**,,,0,Production,#PERF ; #VOL ; #SEC ; #USE ; #VALUE ; #METH ;,Dev ; ProjectMngr ; ITMngr ;,(X / Y ) * 100,Size of network transfer compressed,Size of network transfer,High,OnUpdate,Navigation / CHROME : network
405,BCK-4.01,49,B,B,B,Flux,Limit the volume of exchanges (- Manage notifications by SMS rather than natively),Are user notifications necessary?,"The notification methods can use resource-consuming technologies and certain practices aim to multiply them which increases the environmental footprint of the service. Reducing notifications, using lightweight mechanisms, and allowing the user to disable these notifications is useful to reduce energy consumption and user distraction.",What notification solutions are used?,,,,,BackEnd,RECO,**,,,0,Utilisation,#VOL ; #USE ;  #COM ; #VALUE ;,Dev ; ProjectMngr ; ProductMngr ;,(X / Y ) * 100,Number of notifications analyzed,Number of notifications,Medium,OnUpdate,User journey
406,BCK-4.C01,49,B,A,B,IU,Limit the volume of exchanges (- Reduce the authentication phases for known users (SSO)),Is SSO implemented when possible?,The reduction of user identification operations reduces the processing and security load.,Are the identification phases simplified?,,,,,BackEnd,CONSEIL,N/A,,,0,Utilisation,,,,,,,0,
407,BCK-4.C02,49,B,B,B,Life cycle,"Limit the volume of exchanges (Question the teams, how my action will have an impact on the service)","What would be my dev reflex, to take into account the life cycle?","Consideration of the cycle must be integrated into the development phases. Developers are the main players who, through their choices, their practices will condition future results. Taking the life cycle into account in development is essential. It would be more expensive, riskier and less efficient to deal with downstream lifecycle aspects.",What procedures are available to address the lifecycle?,,,,,Cycle de vie,CONSEIL,N/A,,,0,Production,,,,,,,0,
408,BCK-4.C03,49,B,A,B,Life cycle,,Does each stakeholder have the latitude to make decisions that may influence the environmental footprint?,The orientations of the developments may change over time. These developments should systematically take into account the Sustainable IT aspects. Adaptations are most often made by the business lines. Technical constraints that appear during development and generate environmental impacts should also be handled by the technical teams with pre-defined validation paths.,Is the the level of autonomy and the decision-making process having a Sustainable IT impact defined for each actor?,,,,,Cycle de vie,CONSEIL,N/A,,,0,N/A,,,,,,,0,
409,BCK-4.02,49,C,B,A,Quality,"Limit the volume of exchanges (- Improve maintainability, code structure)",Is code analysis used in the continuous integration process?,The standardization and verification of conformity of product codes makes it possible to identify compliance with Sustainable IT recommendations and to refine the monitoring of these practices.,Are all product codes analyzed?,Has a code quality analysis tool been integrated into the continuous integration process?,Is the validation step essential in the delivery process?,,,Dï¿½veloppement,RECO,***,,,0,Deployment,#PERF ; #VOL ; #SEC ; #MAINT ; #VALUE ; #DEBT ; #METH ;,Dev ; ProjectMngr ; ITMngr ;,(X / Y ) * 100,Number of code lines analyzed,Number of code lines,High,OnUpdate,Continous integration
410,BCK-4.03,49,C,B,A,Quality,Limit the volume of exchanges (- reuse proven elements),Are code quality metrics being tracked?,"The quality of the software produced has a direct impact on the Sustainable IT aspects. Defects lead to multiple deliveries of successive new versions, anomalies lead to the production of errors, and to functionalities that consume more resources, sometimes without achieving any result, so that in the end resources were used to no avail.",Are the faults traced and reviewed with their impact on Sustainable IT?,,,,,Dï¿½veloppement,RECO,***,,,0,Deployment,#PERF ; #VOL ; #SEC ; #MAINT ; #VALUE ; #DEBT ; #METH ;,Dev ; ProjectMngr ; ITMngr ;,(X / Y ) * 100,Formalized = 100 ; Planned = 75 ; Identified = 50 ; Ignored = 0,100,High,Periodic,Continous integration
411,BCK-4.C04,49,B,B,B,Quality,,Are functionality test reports available and tracked?,"Functional tests and test cases allow to increase the reliability of developments and to avoid inefficient software operations that require multiple updates and consume resources without providing needed functionality. In addition to user dissatisfaction, development teams are also frustrated because they have to deal with poor quality without being able to progress in their jobs.",Are the identified Sustainable IT improvements systematically taken into account?,,,,,Dï¿½veloppement,CONSEIL,N/A,,,0,Deployment,,,,,,,0,
412,BCK-4.C05,49,A,B,A,Life cycle,Limit the volume of exchanges (- Use the tools to monitor Sustainable IT performance),Have the tools for monitoring Sustainable IT performance been identified and made available to developers?,"Technical advances in Sustainable IT will make it possible to provide tools that facilitate the implementation and monitoring of Sustainable IT performance. The tools referenced to assist developments will multiply with the increase in Sustainable IT maturity of all organizations. The first tools available were focused on uses from a user point of view, the only tools for server-side processing are those used for monitoring technical performance. However, the technical performance and Sustainable IT advance mostly in the same direction.",Is the list of tools published?,,,,,Strategy,CONSEIL,N/A,,,0,Deployment,,,,,,,0,
413,BCK-4.C06,49,A,B,A,Life cycle,Limit the volume of exchanges (- Use profilers during tests in real conditions to optimize the consumption of resources of the application system),Has an analysis of the application's consumption profile been performed?,"The resource consumption of codes can be analysed with tools that trace all the calls and the costs of each function or method. This consumption profile is a good starting point for reducing service consumption. Depending on usage, the profile may need to change and should be monitored regularly.",How often is this analysis reviewed?,,,,,BackEnd,CONSEIL,N/A,,,0,Administration,,,,,,,0,
414,BCK-4.C07,49,B,B,B,Life cycle,Limit the volume of exchanges (- Systematize the two previous proposals (monitoring tools + profilers) with each new release of the version),Does each version deployed follow the same process for qualifying for Sustainable IT performance?,"Each update can improve the environmental impact of the service or negate it if these Sustianable IT principles are not systematically applied to each application maintenance operation. To maintain consistency and capitalise on the efforts and benefits made, the maintenance phases should follow the same approaches",How many updates are deployed per year?,Are the development processes the same as the update processes?,,,,0,CONSEIL,N/A,,,0,Maintenance,,,,,,,0,
415,BCK-5.01,50,C,B,A,Conformity,Control regulatory aspects (- Take into account the GDPR regulation),Is the overview of data handling processes (GDPR) available?,"The data that users entrust are under your responsibility and users must be kept informed of the care you take to ensure the confidentiality of this data. The processing register, the GDPR PIA must be carried out, updated and validated by the DPO (Data Protection Officer). Data exchanged with other service providers must be subject to a liability analysis. Limiting the collection of sensitive data, beyond respect for the user, also reduces the burden and responsibility of administering this personal data.",Is the data handling validated by the DPO?,,,,,Spï¿½cifications,RECO,**,,,0,Conception,#SEC ; #METH ; #LEG,ProjectMngr ;  Manager ;  ITMngr ;,,,,High,OnUpdate,GDPR compliance documents
416,BCK-5.02,50,C,B,A,Conformity,,Is the risk analysis (RGPD) carried out?,"The data that users entrust are under your responsibility and users must be kept informed of the care you take to ensure the confidentiality of this data. The processing register, the GDPR PIA must be carried out, updated and validated by the DPO (Data Protection Officer). Data exchanged with other service providers must be subject to a liability analysis. Limiting the collection of sensitive data, beyond respect for the user, also reduces the burden and responsibility of administering this personal data.",Is the PIA validated by the DPO?,,,,,Spï¿½cifications,RECO,***,,,0,Administration,#SEC ; #METH ; #LEG,ProjectMngr ;  Manager ;  ITMngr ;,,,,High,OnUpdate,GDPR compliance documents
417,BCK-5.03,50,C,A,A,Conformity,Control regulatory aspects (- Take into account the RGAA),Is the RGAA taken into account?,Failure to comply with regulations is first of all illegal and can lead to significant penalties. It also cuts users off from access to the service even outside the disability context.,Is personal data identified?,,,Law 2005,,Spï¿½cifications,RECO,**,,,0,Conception,#USE ; #METH ; #LEG,ProductOwner ; ProjectMngr ;  Manager ;  ITMngr ;,,,,High,OnUpdate,Accessibility assessment
418,BCK-5.04,50,C,B,A,Conformity,Control regulatory aspects (- Take into account PCI-DSS (Banking)),"Is regulated data (banking, health, etc.) secure?","The regulatory framework for certain categories of data is very strict, and protection of this data is an important criterion. It is essential that in the development process no gaps are left and that interoperability with standard mechanisms in these areas is validated.",Does the payment system comply with current security standards?,,,,,Spï¿½cifications,RECO,**,,,0,Deployment,#SEC ; #METH ; #LEG,ProductOwner ; ProjectMngr ;  Manager ;  ITMngr ;,,,,High,OnUpdate,Risks assessment
